smiling in his sleep,my little cricket chaser,
missing the comet,I slowly recede,beyond the horizon,
first day of school,the empty pages,of her notebook,
this bitter ale,the color of sunset,
perilously close,to the third rail,a runaway snowflake,
a homeless man sleeps,on Sunday's obituaries,
talking to herself,the old woman's eyes,never leave me,
catching my glance,the waitress discards,some freshly dropped toast,
visiting Grandma's grave,I can almost smell,her arroz con pollo,
overcast sky --,still feeling,last night's beer,
staring,at a sheet of paper -,a night without words,
swirling,with each oar stroke,the moon's reflection,
moonless night --,the barmaid,calls me &quot;honey&quot;,
first date --,under the streetlight,our shadows hold hands,
unlike me,tonight's mosquitoes,have no desire to sleep,
drinking alone --,the pale moon,in a starless sky,
the install team,orders another catered meal --,tasteless and extra crispy,
missing my bus,the baby sleeps,in her mother's arms,
warm December night,pub windows decorated,with spraycan snow,
waiting for the bus,I remember your shoulders,shivering,
winter sun --,and I still want,to sleep on the train,
late night install --,the empty coffee pot,still burning,
our last full day --,finishing another stout,I try to drink it all in,
stripper,yawning,rhythmically,
approaching storm --,a cloud,of seagulls,
late summer night --,the amber haze,of too much beer,
waiting for her call ,I stare ,at thunderclouds,
sake on an empty stomach,- a haiku headache,
thank you,for the gift of yourself,unwrapped,
the thaw continues,road salt,and spiked heels,
stung,by a stiff March breeze,I remember you,
two wine glasses ,one empty - the other ,overflowing,
Memorial Drive --,rollerblading,into pigeons,
through the bare tree branches,our neighbor's ugly paint job,
unemployment line --,sunlight fills a scratch,in the plexiglass window,
the decision,at Canal and Mulberry:,pasta or tofu?,
all alone,in the Texas sky,crescent moon,
frog,pond,- splash!,
first day of Spring --,pressing against a tight sweater,her erect nipples,
unable to escape,the subway station,of my dreams,
as I wake up,the soothing rumble,of a cat purring,
passing the freight yard,an unhitched engine,covered with leaves,
in this notebook,scribbles, cross-outs,and the smell of beer,
between Christmas and New Year's,the fireplace glows,with gift wrap,
ex-mother-in-law,preaching,to my outstretched phone,
through the snow,on my televison set --,hurricane warnings,
all night long,the silence,of clouds,
low tide,at Hermosa Beach pier,another crack deal,
forgetting the day,at the bottom of this pint,
the sunset,from my office window,the long drive home,
even after three beers,the jukebox,won't play my song,
the night grandma died,I finally notice,my father's accent,
steam from a tea bag,another cold morning,
waiting for the train,I clutch,my ice cold coffee,
punching a hole,through the Soho night -,amber moon,
suddenly,remembering my children,my blurred reflection,
alone at Alewife station,the tired moan,of the last train,
walking alone,I crave,the impending drizzle,
on the escalator,socialites,ascending,
the ultimate independence:,eating ramen from the pot,
another night ,in search of ,exploding stars,
Hermosa Beach,two women on rollerblades,pushing baby strollers,
another starless night,drinking,the darkness,
nearing forty,I finally notice,the day lilies,
wine and chocolate ,without words you sense ,my intoxication,
summer mist,the softness,of her skin,
her bright blue bikini,matching her lips --,the drowning victim,
more snow flurries --,my hair grows greyer,before my eyes,
the bottle,spins,me,
first snowfall --,bare branches and commuters,tremble at the station,
Thanksgiving rain,sparrows take shelter,beneath the evergreen,
trapped,inside my pen,this haiku,
New Year's Day,a graveyard,of Christmas trees,
while donating blood,the steady rhythm,of my clenching fist,
the way he sips his espresso,it can't be bitter enough,
punishing,my Sunday hangover,church bells,
brightening the evening sky,the memory of your smile,
full moon,the midnight sheen,of her stockings,
biker bar:,strangers compare tattoos,
asleep on the train,one more golden leaf,falls to the ground,
thinking of you,I step ankle deep,into a slush puddle,
the newlywed:,even on business trips,he puts the seat down,
the Admitting desk,waiting for my name,to be mispronounced,
Sunday hangover,no match,for my mother's pancakes,
this Corona,the color of sunrise,
windy night --,while two lovers kiss,the streetlight winks,
somewhere,beyond these skyscrapers,a pale yellow sun,
at the fabric store,picking out a dye,for that wedding dress,
breakfast on the Strand --,a man and his surfboard,
a rocker's dilemma:,to flee or to catch,the crowd surfers?,
working late again,the dinner I missed,simmering,
a pair of socks,my daughter left behind --,September fog,
September fog --,the soft lights,of the morning train,
pouring the champagne,effervescent,ocean wave,
in a corner of the restaurant,a cat concentrates,on sleep,
a few yellow leaves,cling to the old maple --,warm November morning,
hugging her,oh so close,faded jeans,
Stillwater morning --,jasmine blossoms,covered with frost,
acid jazz saxophone,also incoherent,after three beers,
at the foot of Sears Tower,a collarless dog,drinks from a puddle,
reflecting candlelight,her bedroom eyes            ,
the last day of April --,finally I put away,the snow shovel,
Hermosa morning --,mothers in rollerblades,pushing strollers,
long distance to my children ,hearing only Nickelodeon,
scattering,as my lips draw near,dandelion seeds,
the old oak tree --,my initials,twenty feet high,
shooting star --,the taste,of our first kiss,
no longer,strawberry bubblegum,my daughter's perfume,
she seems,so flat and pale,in newsprint,
celebrating the new job,with a bitter ale,
my daughter's birthday --,a mourning dove basks,in the September sun,
snow changes to rain,too many weeks,between visits with my children,
fresh from the recycle bin,a homeless man,reads yesterday's horoscope,
closing my eyes,my face in the mirror,-- still wrinkled,
you finally arrive,through my open window,-- jasmine dreams,
breakfast with a friend,smiling,in the cold rain,
on the late train,a boy too tired to cry,-- freezing drizzle,
too tired to cry --,freezing drizzle,
shivering,the full moon,beneath a veil of snow,
hot summer day --,my sweat,tastes like beer,
Sunday morning,the subway entrance,crowded with pigeons,
those dark sunglasses --,can she see me,staring at her?,
after the storm,raindrops cling,to spider webs,
decorating,the bare white window frame,a ladybug,
stormy weather,on Wall Street:,a blizzard of ticker tape,
unrecognized,by an old friend,clouds without rain,
hiding,in the unmowed grass --,undercover cows,
caressing her thighs,the sweater she knits,for somebody else,
approaching thunder ,the crows ,are no longer laughing,
warm November day,golfers rake the 7th green,with their putters,
church bells,punish,my Sunday hangover,
reflected,in quiet puddles --,darkening clouds,
from his cage,a morning dove calls,into the night,
bare tree branches,rake,the November sky,
Harvard Square panhandler,lets me pass by,
suburban lullaby - ,the steady din ,of the freeway,
while you are gone,the evergreens are weeping,slow melting snow,
rush hour traffic,my second cup of coffee,is cold,
approaching the mountain ,the airplane's shadow,rises,
my seven year-old,finally beats up the bully,in red crayon,
smothering the shadows ,black sheets of rain,
her long blonde hair,is darker at the roots,than mine once was,
after the ice storm,even my car,glistens,
at the flea market,a gold wedding band,priced for quick sale,
Texas heat --,the glistening legs,of the barmaid,
casting a shadow,across my kitchen table --,a stack of bills,
stranger than fiction,she thanks me for flowers,I didn't send,
piercing,the perfect lips,a shining diamond,
St. Patrick's Day --,a bicycle courier,with his dreadlocks dyed green,
a baseball cap,floats in the puddle --,wind-blown clouds,
turkey leftovers,the wishbone,is already broken,
no place to go,no desire,to come in from the rain,
another warm day,the lingering taste,of her lipstick,
your angry words -,relentless,thunder,
New England summer,the sun shines bright,somewhere beyond this haze,
April sunlight,glitters in my hair --,the color of clouds,
Christmas Eve,I hold the bus,for Santa,
at the bookstore,a frugal shopper,reading haiku,
a beer,before my doctor's appointment,the lingering taste of pain,
asleep on the train,my wrist watch,still keeps perfect time,
warm October day --,putting away ,the air conditioner,
the Monday before Christmas,I watch my coffee grow cold,
city lights,softening,the moon,
reading Kafka ,I pause ,to kill a fly,
ignoring,rush hour traffic,I avoid the ice puddle,
peace in Sarajevo,loading the wardrobe,onto the truck,
she searches,for Mr. Right,through a golden ale,
the morning after --,valentine's day roses,at half price,
on Lowry Hill,Sunday brunch,and salsa,
my eyes open ,was it your kiss ,or the sparrow's song?,
unable to sleep,infomercials,in the hotel lounge,
pushing his cart,the old man shops,for empty cans,
between the dumpster,and the construction crane,a sidewalk blues jam,
after singing all day,the mockingbird,sounds even louder now,
January wind,the streetlights,shiver,
black ice --,even with the heat on,I shiver,
autumn breeze --,I can wait one more day,to rake leaves,
cool September night,the cry of the locust,my son's sleepy smile,
Harvard Square,the street musician's,shiny new guitar,
a dusting of snow --,my last beer remains,unopened,
renegade breeze --,leaves return,to a well-raked lawn,
after the storm,rainbows,in street puddles,
first frost --,time to take in,the plastic flamingo,
crossing her legs,she stirs her yogurt,with a plastic spoon,
Monday morning,only the jack o'lanterns,are smiling,
church bells,slightly,off-key,
distant thunder --,the deepening darkness,of your eyes,
St. Patrick's Day,suburban lawns,still brownish grey,
naked mannequin,by the frozen dumpster,-- a sudden shiver,
waiting for the train,every day,my shadow lengthens,
sleepless night --,snow turns to sleet,and back again,
squeezing from my pillow,the fading fragrance,of your hair,
